time,open,high,low,close,tick_volume,low_time,high_time
2018-01-02 00:00:00,2674.5,2695.8,2673.9,2693.7,4451,2018-01-02 00:00:00,2018-01-02 00:00:00
2018-01-03 00:00:00,2693.2,2714.1,2692.2,2709.3,3083,2018-01-03 00:00:00,2018-01-03 00:00:00
2018-01-04 00:00:00,2709.8,2728.4,2708.0,2725.0,3075,2018-01-04 00:00:00,2018-01-04 00:00:00
2018-01-05 00:00:00,2725.2,2743.0,2724.0,2742.5,3960,2018-01-05 00:00:00,2018-01-05 00:00:00
2018-01-08 00:00:00,2741.8,2748.4,2736.5,2747.0,2713,2018-01-08 00:00:00,2018-01-08 00:00:00
2018-01-09 00:00:00,2745.8,2759.1,2742.1,2749.3,4123,2018-01-09 00:00:00,2018-01-09 00:00:00
2018-01-10 00:00:00,2748.5,2750.8,2735.6,2749.7,5091,2018-01-10 00:00:00,2018-01-10 00:00:00
2018-01-11 00:00:00,2748.7,2769.2,2746.7,2768.2,3690,2018-01-11 00:00:00,2018-01-11 00:00:00
2018-01-12 00:00:00,2767.7,2787.7,2765.7,2787.4,4631,2018-01-12 00:00:00,2018-01-12 00:00:00
2018-01-15 00:00:00,2789.3,2795.9,2788.9,2793.5,2302,2018-01-15 00:00:00,2018-01-15 00:00:00
2018-01-16 00:00:00,2793.7,2807.5,2768.1,2781.5,8680,2018-01-16 00:00:00,2018-01-16 00:00:00
2018-01-17 00:00:00,2781.2,2807.2,2777.7,2801.1,7609,2018-01-17 00:00:00,2018-01-17 00:00:00
2018-01-18 00:00:00,2800.7,2805.7,2792.2,2795.3,7886,2018-01-18 00:00:00,2018-01-18 00:00:00
2018-01-19 00:00:00,2795.1,2812.6,2790.1,2808.6,5822,2018-01-19 00:00:00,2018-01-19 00:00:00
2018-01-22 00:00:00,2801.6,2835.6,2799.6,2833.3,4793,2018-01-22 00:00:00,2018-01-22 00:00:00
2018-01-23 00:00:00,2833.1,2842.4,2826.6,2835.8,7049,2018-01-23 00:00:00,2018-01-23 00:00:00
2018-01-24 00:00:00,2834.8,2852.9,2823.4,2839.0,11164,2018-01-24 00:00:00,2018-01-24 00:00:00
2018-01-25 00:00:00,2839.1,2852.3,2830.2,2841.6,9925,2018-01-25 00:00:00,2018-01-25 00:00:00
2018-01-26 00:00:00,2841.7,2873.6,2840.6,2872.6,6306,2018-01-26 00:00:00,2018-01-26 00:00:00
2018-01-29 00:00:00,2872.5,2876.8,2850.9,2852.1,7626,2018-01-29 00:00:00,2018-01-29 00:00:00
2018-01-30 00:00:00,2852.6,2857.1,2817.9,2822.1,15726,2018-01-30 00:00:00,2018-01-30 00:00:00
2018-01-31 00:00:00,2822.6,2838.7,2812.4,2825.7,13126,2018-01-31 00:00:00,2018-01-31 00:00:00
2018-02-01 00:00:00,2828.2,2836.2,2808.4,2822.8,15318,2018-02-01 00:00:00,2018-02-01 00:00:00
2018-02-02 00:00:00,2826.2,2830.0,2754.5,2756.2,25774,2018-02-02 00:00:00,2018-02-02 00:00:00
2018-02-05 00:00:00,2755.9,2762.8,2597.5,2616.9,54306,2018-02-05 00:00:00,2018-02-05 00:00:00
2018-02-06 00:00:00,2621.5,2701.8,2530.8,2686.5,143670,2018-02-06 00:00:00,2018-02-06 00:00:00
