time,open,high,low,close,tick_volume,low_time,high_time,velocity,acceleration,candle_way,filling,spread,tick_volume,ret_log_1,ret_log_2,ret_log_5,ret_log_10,ret_log_20,ret_log_50,autocorr_1,autocorr_2,autocorr_5,autocorr_20,autocorr_10,kama_diff,amplitude,rolling_volatility_yang_zhang,rolling_volatility_parkinson,market_regime,kama_trend,labeling
2015-02-20 04:00:00,0.9483,0.94934,0.94809,0.94929,6246,2015-02-20 04:24:00,2015-02-20 07:36:00,0.0010000000000000009,0.0023199999999999887,1,0.7919999999999652,0.0012499999999999734,6246,-0.019850753694298895,0.006518603098201625,-0.16239643576096774,-0.1622529572031447,-0.26527259886169396,-0.3487505456158001,0.9546640612208837,0.9377354421940002,0.9287597287317226,0.7089428762346478,0.8663851439654716,0.0037574450389045166,0.10434287701768404,0.009702274011092821,0.0025210849019403833,1.0,1,-15.6
2015-02-20 08:00:00,0.94929,0.95242,0.94918,0.95155,10627,2015-02-20 08:00:00,2015-02-20 11:12:00,0.0022600000000000398,0.0012600000000000389,1,0.6975308641975387,0.0032400000000000206,10627,-0.04569281620822263,-0.06463653306237327,-0.05959429801454752,-0.13216929961549828,-0.29681986102818614,-0.3828592403085227,0.9580264655326521,0.9445848544676069,0.9350939489622497,0.7292240358566058,0.8822281007668892,0.00270325980047903,0.2377896088045327,0.009701054789624906,0.00253544942206486,1.0,1,-11.6
2015-02-20 12:00:00,0.95157,0.95329,0.9479,0.94806,10868,2015-02-20 15:36:00,2015-02-20 12:00:00,-0.003489999999999993,-0.005750000000000033,-1,0.6512059369202243,0.005390000000000006,10868,0.07398746029689662,0.024913948663614738,-0.019021370439520457,-0.1122129477021625,-0.24467857657100633,-0.32961795862676524,0.9578115906330571,0.9464707876307064,0.9342132458890852,0.7510990310713229,0.8882524538873255,0.002216155774254047,0.36954564836310366,0.00970283640741508,0.002579139046140734,1.0,1,-7.6
2015-02-20 16:00:00,0.94806,0.94938,0.94136,0.94184,16855,2015-02-20 19:36:00,2015-02-20 16:00:00,-0.006220000000000003,-0.00273000000000001,-1,0.7755610972568556,0.008020000000000027,16855,0.12341006145689137,0.20652831877606737,0.15890415281158954,-0.009480545023273668,-0.11632854124828484,-0.22225464216294855,0.9504772650732719,0.9249643542233581,0.8995859341032351,0.7088866674099842,0.8665044535088829,0.002080528603049303,0.6582358854965875,0.009706307062554957,0.0027003698771976828,1.0,1,-3.6
2015-02-20 20:00:00,0.94184,0.94263,0.93772,0.94041,15399,2015-02-20 20:24:00,2015-02-20 23:12:00,-0.0014300000000000423,0.004789999999999961,-1,0.29124236252546865,0.00490999999999997,15399,0.025358172211014773,0.15189768725890196,0.15716028655549263,0.013323632137290708,-0.14973356730952248,-0.1997280093369732,0.9494513883074497,0.9128891899368637,0.8725363087820817,0.6951494775213447,0.8419491395582713,0.0020032618924191725,0.15194580953646353,0.009709717863588214,0.0027242847060719817,1.0,1,-0.4
2015-02-21 00:00:00,0.94041,0.94051,0.93707,0.93778,2552,2015-02-21 00:24:00,2015-02-21 00:00:00,-0.002630000000000021,-0.0011999999999999789,-1,0.7645348837209367,0.0034399999999999986,2552,0.04558269966220574,0.07209676582109759,0.23441076031927355,0.033946852578437436,-0.05291763177895592,-0.1638374899445484,0.9468620209079114,0.9074248448009982,0.8315494165846318,0.6076098817505451,0.8186314978952015,0.001963355183037363,0.2800568632566483,0.009708939922211871,0.00270224357268201,1.0,1,58.8
2015-02-23 00:00:00,0.94054,0.94091,0.93841,0.94009,9201,2015-02-23 02:00:00,2015-02-23 03:12:00,0.0023100000000000342,0.0049400000000000555,-1,0.18000000000002042,0.0025000000000000577,9201,-0.03829762310242091,0.005539367508130777,0.24397655433139587,0.16984264482946054,-0.06562120802039062,-0.19393463994481208,0.9447686550668328,0.905582051220444,0.8005879159161732,0.5176787828765145,0.7450001973783095,0.0018972380767384722,0.04785630347277896,0.00970726050154375,0.002706004417329773,1.0,1,10.8
2015-02-23 04:00:00,0.94013,0.94409,0.94,0.94294,10526,2015-02-23 04:24:00,2015-02-23 06:00:00,0.002850000000000019,0.0005399999999999849,1,0.6870415647921646,0.004090000000000038,10526,-0.048997329329807715,-0.08541847118053048,0.10152592013804473,0.08057338756236532,-0.11597500866737442,-0.23039460341708085,0.9428490409343467,0.8995675046794126,0.7960890672272628,0.47706767410329365,0.7233959133998829,0.0017830428894141104,0.2984488096565692,0.00970665696876326,0.0027359042866801336,1.0,1,6.8
2015-02-23 08:00:00,0.9429,0.94818,0.94289,0.94582,11083,2015-02-23 08:00:00,2015-02-23 10:48:00,0.0028799999999999937,2.999999999997449e-05,1,0.5519848771266587,0.005290000000000017,11083,-0.051906144022104805,-0.09836021091902103,-0.07037510797356095,0.07734614792646588,-0.1694761618595293,-0.28292167327629203,0.9408302424247582,0.8947328714123578,0.7942189471298634,0.4509779062597763,0.7131247285245954,0.0015912252050815923,0.3092041170740008,0.009707078103503233,0.002758394929280044,1.0,1,5.6
2015-02-23 12:00:00,0.94582,0.95114,0.94572,0.94926,14217,2015-02-23 12:00:00,2015-02-23 13:36:00,0.0034399999999999986,0.0005600000000000049,1,0.6346863468634707,0.00541999999999998,14217,-0.06517525798755452,-0.1136984056818795,-0.15245582138090275,-0.019255535400685808,-0.1928887962778021,-0.3284428753306462,0.941985822521594,0.8911858729081122,0.7836836815345574,0.44713117776282674,0.7204057499313096,0.0011808591540338753,0.3630453595626568,0.009707912029077904,0.0028140508081523283,1.0,1,78.4
2015-02-23 16:00:00,0.94924,0.94984,0.94647,0.94931,13623,2015-02-23 17:36:00,2015-02-23 16:00:00,4.999999999999449e-05,-0.003390000000000004,1,0.020771513353120125,0.003369999999999984,13623,-0.0010114969546287655,-0.06612083036721172,-0.1902248473152357,-0.00040483808674418587,-0.16259210911312616,-0.2965342584298789,0.9441094720388309,0.8928130585731702,0.7664138329982796,0.4742130021228847,0.7333944327100377,0.0007821894606263591,0.007374048616050618,0.009710119297380618,0.0028138201709391316,1.0,1,-70.0
2015-02-23 20:00:00,0.94931,0.95234,0.94931,0.95032,8512,2015-02-23 20:00:00,2015-02-23 20:48:00,0.0010100000000000664,0.0009600000000000719,1,0.33333333333335774,0.003029999999999977,8512,-0.02044151567530894,-0.021432336099084126,-0.17518960100047587,0.02604479812413185,-0.10956682421805997,-0.31041212618580705,0.9460533720859386,0.8968675750591877,0.7550478797723833,0.4996166352621641,0.7457982286856725,0.00033495155140639277,0.1063364971073384,0.009710191202702442,0.002820139085264274,1.0,1,-66.0
2015-02-24 00:00:00,0.9503,0.951,0.94929,0.9504,9262,2015-02-24 00:48:00,2015-02-24 02:48:00,7.999999999996898e-05,-0.0009300000000000974,1,0.058479532163736615,0.0017099999999999893,9262,-0.0016519700573455198,-0.022059716960832088,-0.1341266830122695,-0.04621809778210928,-0.1532447764949545,-0.3116516027377022,0.9477799363201402,0.9000194822533176,0.7532002853290516,0.5241818853455289,0.7549716405310146,-6.455340659505815e-05,0.010522439101382541,0.00970830240366558,0.002817131966785472,1.0,-1,-34.4
2015-02-24 04:00:00,0.9504,0.95168,0.94923,0.94943,13667,2015-02-24 07:36:00,2015-02-24 05:36:00,-0.0009700000000000264,-0.0010499999999999954,-1,0.3959183673469573,0.002449999999999952,13667,0.02007268152105679,0.018387551994867968,-0.06839000089691605,-0.1339521551730446,-0.14216276075823564,-0.2948558737105924,0.9486077276320958,0.9027357265283376,0.7558835949473309,0.5357559475114932,0.7524796837809726,-0.0003279732938981095,0.10211439970945047,0.009708045010013667,0.0028273516774382727,1.0,-1,-14.8
2015-02-24 08:00:00,0.94944,0.95204,0.94831,0.94837,11576,2015-02-24 11:36:00,2015-02-24 11:12:00,-0.0010599999999999499,-8.999999999992347e-05,-1,0.2868632707774534,0.003730000000000011,11576,0.021526464857808403,0.042031240252230484,0.018013565795512276,-0.13718852855474417,-0.12569274590537294,-0.2798872633374726,0.949597847501435,0.9026137600634606,0.7569771813880867,0.5385036716448159,0.746023279921106,-0.0005146300084225564,0.11276155147247663,0.009708344482467613,0.0027980137786657597,1.0,-1,-54.0
2015-02-24 12:00:00,0.94834,0.95066,0.94809,0.94881,13032,2015-02-24 15:12:00,2015-02-24 12:24:00,0.00043999999999999595,0.0014999999999999458,1,0.18287937743194108,0.002569999999999961,13032,-0.008750074898812188,0.012588031779183773,0.010127611849967355,-0.1820237588830963,-0.15425604001323645,-0.2627140503508101,0.9517411617619392,0.9044184769485101,0.7634611339487213,0.5600145632306391,0.7365961961294191,-0.0007066232452954679,0.049548006219864694,0.009709359277412863,0.002723493160962762,1.0,-1,137.6
2015-02-24 16:00:00,0.94879,0.95175,0.94667,0.95145,15401,2015-02-24 18:48:00,2015-02-24 18:00:00,0.0026399999999999757,0.0021999999999999797,1,0.5236220472440963,0.005079999999999973,15401,-0.0528780749446931,-0.06116546272723433,-0.023321196644607856,-0.19442516651006125,-0.05760420618207773,-0.3317535679569278,0.9516434084313389,0.903926078783656,0.7668940330433572,0.5695103716965094,0.7207964134422625,-0.001002212393589108,0.27996463604597266,0.009712251549670481,0.002688083634461897,1.0,-1,-46.0
2015-02-24 20:00:00,0.95142,0.95145,0.94827,0.95027,8777,2015-02-24 20:48:00,2015-02-24 20:00:00,-0.0011800000000000699,-0.0038200000000000456,-1,0.361635220125808,0.0031800000000000717,8777,0.024935268860078574,-0.029261335100163932,0.0026889640524441205,-0.13179838078891892,-0.06184443524195138,-0.29742354485623446,0.9519258359517156,0.905105600681577,0.7693473151102628,0.5785977921950497,0.7181790948893533,-0.0012009600037387047,0.12094505413606797,0.009713757248817125,0.0026779053274929845,1.0,-1,-14.4
2015-02-25 00:00:00,0.95026,0.95091,0.94844,0.94877,8248,2015-02-25 03:12:00,2015-02-25 00:48:00,-0.0014999999999999458,-0.00031999999999987594,-1,0.6032388663967373,0.0024700000000000832,8248,0.030969868776949294,0.056677379641542514,0.013400445301411157,-0.05590601206168755,0.017116021185876296,-0.28498832652333994,0.9513105639343515,0.9030866019971132,0.767731034944123,0.5559857915747255,0.7131590457451497,-0.0013477789997645706,0.15692221818507252,0.009711980439971225,0.002685920222337385,1.0,-1,-10.4
2015-02-25 04:00:00,0.94878,0.95051,0.94878,0.95039,10266,2015-02-25 04:00:00,2015-02-25 07:36:00,0.0016199999999999548,0.0031199999999999006,1,0.9306358381502842,0.0017300000000000093,10266,-0.03244066295531689,-0.00247547725313102,-0.04013738581593751,-0.02284683746068039,-0.041662444773848395,-0.3225695565547796,0.9498029563452909,0.9018950139250546,0.7639131045673616,0.543688084714147,0.7059744985340507,-0.0015461400146065118,0.16954774980649448,0.009710455302536456,0.0026309317108083436,1.0,-1,-34.0
2015-02-25 08:00:00,0.95039,0.95042,0.94629,0.9482,10713,2015-02-25 10:24:00,2015-02-25 08:00:00,-0.0021899999999999142,-0.003809999999999869,-1,0.5302663438256351,0.004130000000000078,10713,0.045338971668096306,0.011427482414154033,0.012238964811414732,0.022490528146437372,0.022076585037308583,-0.2912452517975078,0.947819649405419,0.8995893812358654,0.7549182398890875,0.5040984710385893,0.6890011370457316,-0.0016025657449845188,0.23069751763149646,0.00971175038783816,0.0026381864454215506,1.0,-1,-2.4
2015-02-25 12:00:00,0.9482,0.94993,0.9467,0.94955,12270,2015-02-25 12:48:00,2015-02-25 14:48:00,0.0013499999999999623,0.0035399999999998766,1,0.417956656346729,0.003230000000000066,12270,-0.026748303801325313,0.01737792727855303,0.04016522413792889,0.01590732640292547,0.042366427631916226,-0.2889846887436246,0.9465196563514999,0.8985003527070905,0.7486327306168647,0.5064661554887528,0.6801854843150928,-0.0016948507703088422,0.1422737452246041,0.009713100908617727,0.0026366771484688497,1.0,-1,113.6
2015-02-25 16:00:00,0.94957,0.95005,0.94755,0.94972,12598,2015-02-25 18:00:00,2015-02-25 16:00:00,0.00017000000000000348,-0.0011799999999999589,1,0.05999999999999467,0.0024999999999999467,12598,-0.0034581071863520885,-0.03011391248607931,0.011349938669008353,0.014069422298530698,-0.032798937419109775,-0.2812559855219482,0.9459332635314466,0.8960715620447643,0.7434426665784628,0.49890524170013617,0.6736438247586564,-0.0017870686927631274,0.015795376166881675,0.009714192087262416,0.0025894241230241303,1.0,-1,-22.0
2015-02-25 20:00:00,0.9497,0.94974,0.94689,0.948,7087,2015-02-25 23:12:00,2015-02-25 20:00:00,-0.0017200000000000548,-0.0018900000000000583,-1,0.5964912280701836,0.002850000000000019,7087,0.0351380055469559,0.03155838737110783,0.015438753477641676,0.029046084950552054,-0.10879685590095844,-0.24020339128113155,0.9444859921496224,0.8938318725738102,0.7371597149527265,0.4817017766424644,0.6634163907316988,-0.0018195132769249778,0.17916425146230014,0.009714186389288271,0.002571816882170291,1.0,-1,-18.0
2015-02-26 00:00:00,0.94825,0.94912,0.94768,0.94899,6765,2015-02-26 01:12:00,2015-02-26 02:48:00,0.0009900000000000464,0.002710000000000101,1,0.5138888888888643,0.0014399999999999968,6765,-0.019545762357040197,0.014905444083794572,0.028971754802115113,-0.012328481514079614,-0.1478256838305928,-0.26835259718371485,0.9425322433862823,0.8910046017184191,0.7276050301846234,0.4541241057714116,0.6543881359347562,-0.0018755083744724788,0.07800805380446996,0.009714037600010128,0.0025706625069085312,1.0,-1,101.6
2015-02-26 04:00:00,0.94897,0.94962,0.94852,0.94895,12997,2015-02-26 04:00:00,2015-02-26 05:36:00,-4.0000000000040004e-05,-0.0010300000000000864,-1,0.018181818181836534,0.0010999999999999899,12997,0.0008050680773130647,-0.01875642994904747,-0.014864866779947139,-0.0028078325499787393,-0.18432049919801352,-0.2735447134604915,0.9403806358305337,0.8858351004434661,0.7138676602972481,0.40566522480701,0.6354466370594417,-0.0019092342394962936,0.002107570392853229,0.009706657440345122,0.0025706659492077707,1.0,-1,-10.0
2015-02-26 08:00:00,0.94895,0.94928,0.94691,0.94763,8450,2015-02-26 10:00:00,2015-02-26 10:24:00,-0.0013199999999999878,-0.0012799999999999478,-1,0.5569620253164546,0.0023699999999999832,8450,0.026564915121991772,0.027391369764446116,0.03909930839852627,0.08083496502192,-0.12930655302236305,-0.2692834634049196,0.9361342041013065,0.8778220299910938,0.690744573980671,0.43518450210996446,0.5991627761180739,-0.0019390657420081947,0.13919792468548522,0.009707157460725912,0.0025497782052383345,1.0,-1,-6.0
2015-02-26 12:00:00,0.9476,0.94996,0.94478,0.94949,12066,2015-02-26 14:00:00,2015-02-26 15:12:00,0.0018599999999999728,0.0031799999999999606,1,0.36486486486484954,0.0051800000000000734,12066,-0.03645335133616945,-0.010856816398335245,0.004694999233244568,0.016098225855601278,-0.11782187503466024,-0.28014461600776475,0.9316546434415567,0.8703764694635003,0.670261053185426,0.4462984555175909,0.5712057662495305,-0.002003150706891166,0.19925253941562576,0.009711098484621037,0.0023238228918463716,1.0,-1,87.2
2015-02-26 16:00:00,0.9495,0.95437,0.94863,0.95388,16745,2015-02-26 16:00:00,2015-02-26 18:24:00,0.004390000000000005,0.0025300000000000322,1,0.7630662020905714,0.005740000000000078,16745,-0.08899969241314443,-0.12220870669296657,-0.11579185729072072,-0.10214078575250862,-0.1523365138139262,-0.33788896593659634,0.9245333302608384,0.8553768225697516,0.6482774676979605,0.510606891194076,0.543367122023887,-0.0022441376947572866,0.4602338996942218,0.009712791080439013,0.0023792790356423144,1.0,-1,-24.0
2015-02-26 20:00:00,0.95387,0.95434,0.95226,0.95334,7911,2015-02-26 22:24:00,2015-02-26 20:48:00,-0.0005399999999999849,-0.00492999999999999,-1,0.25480769230771055,0.0020799999999999708,7911,0.011992808273922684,-0.07807424038677058,-0.08734926416332545,-0.06090817082469546,-0.08236344920651661,-0.3327622631252769,0.9212728444307597,0.8436127764342896,0.6165429877293912,0.5685312422606462,0.5163701860029307,-0.0024690029592298046,0.05557856764593625,0.009713099958437206,0.00237079188491852,1.0,-1,-10.4
2015-02-27 00:00:00,0.95335,0.95367,0.95169,0.9531,8732,2015-02-27 01:36:00,2015-02-27 00:00:00,-0.00024000000000001798,0.00029999999999996696,-1,0.1262626262626696,0.0019799999999999818,8732,0.005269126047699579,0.017325125940083508,-0.08327841568199457,-0.09690535990718385,-0.0765942844852796,-0.32182318144335353,0.9172891618257301,0.8353672996960672,0.5857397711041157,0.6331133415255549,0.48524999202313795,-0.0026583633628500802,0.026226756537027825,0.009711706987130584,0.0023759674710419286,1.0,-1,-10.8
2015-02-27 04:00:00,0.95309,0.9534,0.94976,0.95135,12474,2015-02-27 06:24:00,2015-02-27 04:00:00,-0.0017499999999999183,-0.0015099999999999003,-1,0.47802197802197116,0.0036399999999999766,12474,0.03825927505528659,0.04372999404574607,-0.07283536234195209,-0.03658386623795218,-0.0212584913363546,-0.2938435570941421,0.9105254261608855,0.8248411333269505,0.5485189855789726,0.7294949528410278,0.48528487202916026,-0.002737279833470607,0.1827308815189729,0.009712536053158968,0.0024073357663329962,1.0,-1,-6.8
2015-02-27 08:00:00,0.95137,0.95152,0.94768,0.94876,11739,2015-02-27 10:48:00,2015-02-27 08:24:00,-0.002589999999999981,-0.0008400000000000629,-1,0.6796874999999887,0.0038400000000000656,11739,0.054661759972867374,0.09501235433796218,0.014839385195350996,0.019604055330709746,0.03394929536245206,-0.25513061946363125,0.9019998814071408,0.8002479629420038,0.4971019828705106,0.7506337839353994,0.44645927628990817,-0.0027313585378963,0.2747180456074059,0.00971228209333525,0.002418763513607238,1.0,-1,-4.0
2015-02-27 12:00:00,0.94874,0.9503,0.94695,0.94712,13260,2015-02-27 12:00:00,2015-02-27 12:48:00,-0.0016400000000000858,0.0009499999999998954,-1,0.48358208955224763,0.003350000000000075,13260,0.03289139042906597,0.08935105169074076,0.15062405018635694,0.01739115437190719,0.04694238426973363,-0.19877314820070957,0.8978753063168506,0.7769802285700753,0.4285782219051676,0.7003909053617864,0.3986181773328477,-0.0026956614537586576,0.17089869505132932,0.009713044130579543,0.0023709601846356324,1.0,-1,-4.0
2015-02-27 16:00:00,0.94714,0.95128,0.94485,0.95102,14698,2015-02-27 16:00:00,2015-02-27 19:36:00,0.0039000000000000146,0.0055400000000001,1,0.6034214618973509,0.006430000000000047,14698,-0.07563650297282176,-0.04523290229372412,0.0509905427173214,-0.040812707831650696,-0.05263803063168837,-0.3049966607463165,0.8811971948939947,0.7515430467252975,0.356397246609584,0.646286468122305,0.3322763799673553,-0.002735654877444982,0.40881695958191033,0.00971691852192768,0.0023063590640196824,1.0,-1,6.8
2015-02-27 20:00:00,0.951,0.95439,0.94986,0.95312,7907,2015-02-27 21:36:00,2015-02-27 22:48:00,0.0020999999999999908,-0.0018000000000000238,1,0.4679911699779353,0.004529999999999923,7907,-0.04392100528499965,-0.11623547701101322,-0.00043684273213173697,-0.08367887884349223,-0.08625175511370842,-0.29212757210428386,0.8701639846794816,0.7116268369575124,0.3198203444324358,0.6085798822526169,0.2558615712271158,-0.002839602573112554,0.22267504148898296,0.009718349892376285,0.0022946324181762692,1.0,-1,73.2
2015-02-28 00:00:00,0.9531,0.95412,0.95247,0.95412,1475,2015-02-28 00:00:00,2015-02-28 00:24:00,0.0010000000000000009,-0.0010999999999999899,1,0.6181818181818574,0.0016499999999999293,1475,-0.021839997983788217,-0.06480176860191755,-0.058296204600334134,-0.12688554175706035,-0.05630736506485967,-0.2896711918462874,0.8613601970619102,0.6828340250710869,0.3198890674743041,0.59533658483313,0.27573416292843217,-0.002991431437016967,0.1069619655834168,0.009717626281105294,0.002268033080228878,1.0,-1,83.2
2015-03-02 00:00:00,0.95285,0.9551,0.95278,0.95488,5608,2015-03-02 00:48:00,2015-03-02 03:12:00,0.0007599999999999829,-0.00024000000000001798,1,0.874999999999994,0.0023199999999999887,5608,-0.016953356218510462,-0.03842309293666801,-0.12224109127864102,-0.10921568872347376,-0.09487564169191798,-0.30530625786235654,0.8501036458795914,0.6583763858165312,0.2700427856325097,0.5445858009084085,0.28827984835839543,-0.003142123261354768,0.21281837576596022,0.009717003089988232,0.0022650462077633032,1.0,-1,35.2
2015-03-02 04:00:00,0.95488,0.95567,0.95415,0.95481,7490,2015-03-02 04:00:00,2015-03-02 05:36:00,-6.999999999990347e-05,-0.0008299999999998864,-1,0.0460526315788849,0.0015199999999999658,7490,0.0015878484228220024,-0.015392427155621724,-0.1488430778235187,-0.020638374861143283,-0.12067114078868002,-0.3105247815642199,0.8392018005607285,0.6412889548858718,0.18596494318939913,0.476585046874745,0.3732943582784386,-0.003268815784310819,0.007331032785415798,0.009715280405494842,0.002222746938434697,1.0,-1,55.6
2015-03-02 08:00:00,0.95479,0.95648,0.95367,0.95639,8906,2015-03-02 11:12:00,2015-03-02 11:36:00,0.0015799999999999148,0.0016499999999998183,1,0.5693950177935754,0.002809999999999979,8906,-0.035754925542140215,-0.034223850521448496,-0.11211999128168404,-0.06684650776927714,-0.12368318007972712,-0.30887410488408285,0.834587212158501,0.6622998891900096,0.13402710184182529,0.4989175147513294,0.4303242458544921,-0.0034581237680073595,0.16743582498769713,0.009714926427702338,0.0021626701835770657,1.0,-1,47.6
2015-03-02 12:00:00,0.95635,0.95742,0.95458,0.95595,9355,2015-03-02 14:00:00,2015-03-02 13:12:00,-0.00043999999999999595,-0.0020199999999999108,-1,0.1408450704225556,0.0028400000000000647,9355,0.010320125406606762,-0.025803795451032174,-0.06174798660678704,-0.06215785517974581,-0.1530397857596778,-0.27479740000098496,0.8478204646095262,0.6605452646176742,0.09081067523093912,0.4852672818910687,0.4819201492617142,-0.0036049980353616284,0.041834440202904034,0.009715800109688212,0.0020975831171497024,1.0,-1,54.0
2015-03-02 16:00:00,0.95596,0.95788,0.95456,0.95515,11290,2015-03-02 19:36:00,2015-03-02 18:24:00,-0.0007999999999999119,-0.00035999999999991594,-1,0.2439759036144518,0.0033199999999999896,11290,0.018584248133890702,0.029096165311826683,-0.022973010905841917,-0.0799299761621235,-0.1135896948437578,-0.19815537690885066,0.8541927432641161,0.6720658621566263,0.1333372774300075,0.4973917915481797,0.5126779593974796,-0.0037052778402846265,0.08476749114388783,0.009717194938163304,0.0020959794231441096,1.0,-1,45.2
