time,open,high,low,close,tick_volume,low_time,high_time
2015-01-02 12:00:00,1.55296,1.55366,1.5412,1.54255,21790,2015-01-02 15:12:00,2015-01-02 12:00:00
2015-01-02 16:00:00,1.54254,1.54386,1.53551,1.5359699999999998,22980,2015-01-02 19:36:00,2015-01-02 16:00:00
2015-01-02 20:00:00,1.5359699999999998,1.53626,1.53268,1.5333,13946,2015-01-02 23:12:00,2015-01-02 20:24:00
2015-01-03 00:00:00,1.53328,1.53338,1.53242,1.53244,2171,2015-01-03 00:24:00,2015-01-03 00:00:00
2015-01-05 00:00:00,1.52995,1.53184,1.51718,1.53086,16653,2015-01-05 00:48:00,2015-01-05 03:36:00
2015-01-05 04:00:00,1.5308199999999998,1.53181,1.52832,1.5286499999999998,11238,2015-01-05 06:00:00,2015-01-05 04:24:00
2015-01-05 08:00:00,1.52862,1.53184,1.52722,1.53032,16860,2015-01-05 09:36:00,2015-01-05 10:48:00
2015-01-05 12:00:00,1.53033,1.53126,1.52043,1.52138,23778,2015-01-05 15:36:00,2015-01-05 12:24:00
2015-01-05 16:00:00,1.52138,1.52456,1.52024,1.52326,24292,2015-01-05 16:48:00,2015-01-05 18:00:00
2015-01-05 20:00:00,1.52326,1.52697,1.52203,1.5252,13797,2015-01-05 20:48:00,2015-01-05 23:36:00
2015-01-06 00:00:00,1.52523,1.52645,1.52457,1.52644,9302,2015-01-06 01:12:00,2015-01-06 03:36:00
2015-01-06 04:00:00,1.52644,1.52729,1.5255800000000002,1.52577,8394,2015-01-06 04:24:00,2015-01-06 05:36:00
2015-01-06 08:00:00,1.52575,1.52698,1.52138,1.52426,16881,2015-01-06 11:12:00,2015-01-06 09:36:00
2015-01-06 12:00:00,1.52427,1.52459,1.51756,1.51915,23638,2015-01-06 13:12:00,2015-01-06 12:00:00
2015-01-06 16:00:00,1.5191599999999998,1.51967,1.5151599999999998,1.51757,27642,2015-01-06 17:36:00,2015-01-06 18:00:00
2015-01-06 20:00:00,1.51757,1.51901,1.51483,1.51517,20462,2015-01-06 23:12:00,2015-01-06 22:00:00
2015-01-07 00:00:00,1.5151599999999998,1.51568,1.51079,1.51276,12964,2015-01-07 00:48:00,2015-01-07 00:24:00
2015-01-07 04:00:00,1.51281,1.51475,1.51281,1.51376,8840,2015-01-07 04:00:00,2015-01-07 06:48:00
2015-01-07 08:00:00,1.51376,1.51546,1.51203,1.51266,16969,2015-01-07 11:36:00,2015-01-07 10:48:00
2015-01-07 12:00:00,1.51265,1.5142799999999998,1.51051,1.51267,26151,2015-01-07 13:12:00,2015-01-07 13:36:00
2015-01-07 16:00:00,1.51266,1.51296,1.50543,1.50713,26392,2015-01-07 18:48:00,2015-01-07 16:00:00
2015-01-07 20:00:00,1.50716,1.51259,1.50666,1.51073,20353,2015-01-07 20:00:00,2015-01-07 22:48:00
2015-01-08 00:00:00,1.51074,1.51166,1.51011,1.51044,10473,2015-01-08 02:00:00,2015-01-08 03:12:00
2015-01-08 04:00:00,1.51044,1.5108700000000002,1.50833,1.50861,8575,2015-01-08 07:36:00,2015-01-08 04:00:00
2015-01-08 08:00:00,1.5086,1.5093299999999998,1.50336,1.50357,15925,2015-01-08 11:36:00,2015-01-08 09:36:00
2015-01-08 12:00:00,1.5035500000000002,1.50754,1.50347,1.5068,21619,2015-01-08 12:00:00,2015-01-08 15:36:00
2015-01-08 16:00:00,1.50682,1.51166,1.5056500000000002,1.51164,23800,2015-01-08 17:12:00,2015-01-08 19:36:00
2015-01-08 20:00:00,1.51165,1.51165,1.50792,1.50827,13751,2015-01-08 22:48:00,2015-01-08 20:00:00
2015-01-09 00:00:00,1.50828,1.50946,1.50764,1.50939,10887,2015-01-09 02:00:00,2015-01-09 03:36:00
2015-01-09 04:00:00,1.5094,1.51034,1.5088,1.50912,9996,2015-01-09 04:48:00,2015-01-09 04:24:00
2015-01-09 08:00:00,1.50913,1.5118200000000002,1.50878,1.51153,15007,2015-01-09 09:36:00,2015-01-09 11:36:00
2015-01-09 12:00:00,1.51155,1.51606,1.51084,1.51316,21196,2015-01-09 12:00:00,2015-01-09 14:48:00
2015-01-09 16:00:00,1.51319,1.51738,1.50963,1.5149,32054,2015-01-09 16:24:00,2015-01-09 16:24:00
2015-01-09 20:00:00,1.5149,1.51655,1.51378,1.51644,14628,2015-01-09 20:24:00,2015-01-09 22:48:00
2015-01-10 00:00:00,1.51642,1.51684,1.51532,1.51571,2940,2015-01-10 00:24:00,2015-01-10 00:00:00
2015-01-12 00:00:00,1.51768,1.51929,1.51654,1.51727,8406,2015-01-12 01:12:00,2015-01-12 01:36:00
